,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Abazin,0.0094875,0.0074375,-0.0061375,-0.0054375,-0.0105,0.0001375,0.003475,-0.00135,-0.0244,-0.012225,-0.000975,0.0035375,-0.01205,0.00275,8e-04,-0.0086,0.006575,-0.0029625,-0.0053625,0.0157625,0.0072375,0.000525,-0.0009625,-0.0053375,-0.002175
Abkhasian,0.0096,0.0114889,-0.0127,-0.0125889,-0.0126556,-0.0023556,0.0048444,-0.0027444,-0.0300778,-0.0122333,-0.0011889,0.0065889,-0.0163667,0.0034,0.0017444,-0.0182444,0.007,-0.0043,-0.0091556,0.0157778,0.0114444,0.0016556,0.0026333,-0.0075111,-0.0016222
Abkhasian_Gudauta,0.00975,0.012,-0.0131,-0.01145,-0.01255,-0.0021,0.0047,-0.00185,-0.02975,-0.01275,0.0019,0.0089,-0.0179,-0.0012,0.00605,-0.0052,0.0197,-0.00245,-0.0082,0.02155,0.0099,-1e-04,0.00305,-0.00425,-0.00535
Adygei,0.0099111,0.0101778,-0.0078889,-0.0059556,-0.0108667,-0.0007444,0.0039,-0.0013889,-0.0252778,-0.0132889,0.0004222,0.0050222,-0.0135667,0.0033111,0.0038556,-0.0122444,0.0066556,-0.0036444,-0.0095222,0.0154778,0.0076667,0.0007222,0.0021111,-0.0060222,-0.0023778
Aeta,-0.00145,-0.0328,-0.0245,0.0103,0.03385,-0.00235,0.001,-0.00605,0.0023,8e-04,0.02615,0.0013,-0.00485,0.00135,0.00345,5e-05,0.00665,0.00565,7e-04,0.00255,0.0027,-0.0145,-0.0049,-0.0062,-0.0454
Afrikaner,0.0101818,0.0127455,0.0139,0.0120773,0.0120409,0.0053773,0.0016227,0.0028091,0.0032636,0.0028455,-0.0025864,0.0028545,-0.0059364,-0.0052682,0.01045,0.00235,-0.0041955,0.0025409,0.0020682,0.0031864,0.0026682,0.0017409,0.0003727,0.0083409,0.0002682
Agta,-0.00185,-0.03265,-0.02535,0.0106,0.03395,-0.005,5e-05,-0.00395,0.00345,0.00075,0.0253,0.00305,-0.003,-0.00455,0.00275,2e-04,0.00725,0.0092,0.00405,0.00285,-6e-04,-0.0228,-0.00935,-0.00675,-0.0514
Akha,0.0014333,-0.0427,-0.0054733,-0.01562,0.02641,0.01294,0.00038,-0.0015333,-0.0031833,-0.0007567,-0.01591,-0.0026533,0.0015967,-0.0018333,-0.00292,-0.0004233,0.00143,-0.0028233,-0.0050133,0.0034167,-0.0012267,0.0170233,0.0034467,0.0018767,0.02646
Akhvakh,0.01025,0.010525,-0.0057833,0.005825,-0.0132,0.0045667,0.0022333,-0.0011167,-0.029925,-0.0242583,-0.004,0.0045917,-0.0089917,-0.0084583,0.01155,-0.0009167,0.0004583,-0.000525,-0.0030333,0.0040583,0.0006083,0.0007333,0.00425,0.005275,-0.000775
Alawite,0.0072818,0.0137182,-0.0123636,-0.0215091,-0.0053091,-0.0073273,-0.0004364,-0.0024273,-0.0009909,0.0035818,0.0033182,-0.0025091,0.0052545,0.0010091,-0.0044,0.0035545,-0.0017455,0.0004091,0.0030455,-0.0023,-0.0006727,-2e-04,0.0008273,0.0022,0.0001273
Albanian,0.0107395,0.0141395,0.0046579,-0.0048816,0.0085763,-0.0026316,0.0010632,0.0006368,0.0007368,0.0095,-0.0005316,0.0023842,-0.0041974,0.0045658,-0.0142263,-0.0015816,0.0092026,0.0004237,0.0058868,-0.0049447,-0.0064816,0.0011395,0.0023,0.0027868,-0.0025316
Alevi_Dersim,0.0087286,0.0111929,-0.0146429,-0.0111643,-0.0122,-0.0019571,0.0023,-0.00215,-0.0142714,-0.0060286,0.00055,0.0001357,-0.0006786,-0.0017071,0.0020714,0.0043929,-0.0022357,0.0020571,0.0020429,-0.00685,-0.0013214,-0.0033643,0.0006714,-0.0013714,0.0031286
Algerian,-0.0059792,0.013075,-0.0019,-0.0209708,0.0068958,-0.0107833,-0.0094125,0.003225,0.0259292,0.0137708,0.0033917,-0.0041167,0.0140292,-0.0100708,0.0095958,-0.0076708,-0.002575,-0.0129458,-0.025175,0.005725,-0.007725,-0.0228792,0.0147583,-0.0002208,0.0010792
Algerian_Jew,0.0065625,0.01435,-0.005625,-0.0188875,0.0036125,-0.0094,-0.0024375,-0.00125,0.0077875,0.011425,0.003075,-0.0011,0.004875,-0.0032375,-0.00395,-0.0006375,-0.0016,-0.0012125,-0.0046,-0.002175,-0.0028625,-0.001275,0.00085,0.0003625,-0.001
Altaian,0.0049727,-0.0286318,0.0190636,-0.0013818,-0.0205,-0.0090455,0.0051136,0.0062182,-0.0002045,0.00045,-0.0099909,-0.0013818,-0.0003909,-0.0102227,0.0019273,0.0015091,-0.0020455,-0.0016045,0.0091364,0.0122045,-0.0212545,0.0006818,-0.0105773,-0.0040818,-0.0019909
Altaian_Kizhi,0.0047833,-0.0295167,0.0190944,-0.0021056,-0.0197389,-0.0090167,0.0052833,0.0073611,0.0001667,-0.0001556,-0.0076722,-0.0006722,-0.0007667,-0.0103389,0.0003889,0.0023056,-0.0005278,0.0009222,0.0073944,0.0129722,-0.0235222,2.78e-05,-0.0092667,-0.00295,-0.0017389
Altaian_Kizhi_o,0.0071,-0.019,0.0188,0.0029,-0.0144,-0.0041,0.0054,0.0057,-8e-04,-0.0036,-0.0082,-0.0035,4e-04,-0.0101,0.0074,0.0085,2e-04,-0.0021,-6e-04,0.0075,-0.0183,0.0047,-0.0053,-0.0016,-0.005
Amerindian_North,0.00465,-0.0323,0.0297,0.023975,-0.0345,-0.0066,-0.0844,-0.10175,-0.001825,-0.01105,0.0051,-0.002275,0.0043,5e-05,-0.01115,-0.0034,-4e-04,0.002575,0.00915,0.005875,0.0031,-0.0087,0.0022,0.00515,0.00775
Ami,0.00169,-0.04432,-0.01254,-0.02095,0.04615,0.02285,-0.00237,-0.00645,-0.01103,-0.01239,0.02928,0.00312,-0.00373,-0.00143,0.00533,0.0031,-0.00254,0.00393,0.0068,-0.01552,0.00874,-0.0228,0.00206,-0.00507,-0.04524
Andian_A,0.00957,0.01216,-0.01235,-0.01232,-0.01159,-0.00156,0.00355,-0.00238,-0.02397,-0.00912,0.00197,0.00395,-0.00878,0.00099,0.00266,-0.0043,0.00288,-0.00022,-0.00397,0.00401,0.00184,0.00233,0.00143,-0.00084,0.00041
Andian_B,0.0099833,0.01035,-0.0060667,0.005,-0.0123833,0.0042167,0.0017,-0.0032333,-0.0269667,-0.0208833,0.0001833,0.00645,-0.0058667,-0.0067833,0.0132667,0.0027667,0.00525,-0.00295,-0.0069167,0.0047,0.0006667,0.0022333,0.0021833,0.0058,-0.00035
Arain,0.0063929,0.0009786,-0.0291357,0.0201929,-0.0249143,0.0162286,0.0011143,0.0005214,-0.00575,-0.0041143,-0.0043357,-0.0004143,-0.0002429,-0.0041714,0.01045,0.0076357,-0.00765,0.0003571,0.0016429,-0.0090571,0.0006214,-0.0045429,-0.0006643,-0.0038786,0.00105
Armenian_Aintab,0.0088667,0.0140667,-0.0148667,-0.0203333,-0.0091,-0.0074333,0.0015667,-0.0019667,-0.0114667,-0.0004333,0.0019,0.0020333,-0.0002333,0.0011667,-0.005,-0.0011333,0.0082667,0.0004667,1e-04,-0.0033667,0.0006667,-6.67e-05,0.0009333,-0.0015333,-7e-04
Armenian_Ararat,0.0090529,0.0134235,-0.0157471,-0.0191824,-0.0087353,-0.0062176,0.0018235,-0.0019588,-0.0137765,-0.0018824,0.0018765,0.0022235,-0.0018176,0.0018235,-0.0040706,-0.0013529,0.0007059,0.0010412,0.0031412,-0.0035588,0.0001882,0.0032706,-0.0010235,-0.0002235,0.0010118
Armenian_Artsakh,0.0090333,0.0131333,-0.0130667,-0.0143333,-0.0103,-0.0039,0.0029333,-0.0024,-0.0167,-0.0060333,0.0015333,0.0010333,-0.0024,-0.0029,0.003,-0.0042667,-0.0042,-0.0020667,0.0011333,-0.0024667,-0.0016,0.0012667,-6e-04,-0.0036,0.0025667
Armenian_Erzurum,0.0093833,0.0136333,-0.01515,-0.01925,-0.0089,-0.00655,0.0014833,-0.0014667,-0.0147,-0.0031333,0.0027333,-1e-04,-0.0006833,0.0015667,-0.0031,0.00065,-0.0014667,0.0016333,0.0002167,-0.0006167,0.0013333,0.0023333,0.00035,-0.0004833,0.0007333
Armenian_Gesaria,0.009375,0.0133,-0.014,-0.018625,-0.008425,-0.005425,0.001925,-0.00205,-0.01365,-0.001025,0.0025,0.001525,-0.0024,0.001875,-0.0037,-0.003175,-2.5e-05,0.000275,0.001425,-0.00345,8e-04,0.004275,-0.002,-0.001325,0.001075
Armenian_Gurin,0.00915,0.0137,-0.0154,-0.0191,-0.00945,-0.0059,0.00255,-0.00285,-0.015,-0.00155,0.0015,0.00165,0.0024,1e-04,-0.006,0.0074,0.0112,-0.00145,0.00195,0.00215,0.0028,-5e-05,-0.0014,-0.001,-0.0022
Armenian_Hemsheni,0.0094286,0.0135286,-0.0154714,-0.0186857,-0.0113143,-0.0055,0.0030429,-0.0032143,-0.0225286,-0.0031429,0.0016857,0.0046857,-0.0083714,7e-04,-0.0061714,-0.0058429,0.0069714,-0.0001714,-0.0017,0.0036714,0.0046,0.0031286,-0.0024714,-0.0052571,0.0006143
Armenian_Parspatunik,0.0093,0.01385,-0.0132,-0.01625,-0.01075,-0.00215,0.0024,-0.00085,-0.01705,-0.00425,0.00165,0.004,-0.0018,3e-04,-0.00495,-0.0058,-0.0036,-9e-04,0.00055,-0.00295,0.00055,0.003,0.002,-0.00075,0.00055
Armenian_Syunik,0.0092182,0.0132636,-0.0142364,-0.0160909,-0.0103364,-0.0038727,0.0016,-0.0024182,-0.0157909,-0.0038727,0.0016364,0.0027909,-0.0022455,0.0030455,-0.0012364,-0.0005818,-0.0025182,0.0016909,0.0014727,-0.0023091,0.0026,-0.0002182,-0.0011273,0.0009091,0.0001182
Armenian_Urfa,0.0088857,0.0137143,-0.0158,-0.0218286,-0.0086857,-0.0070571,0.0016,-0.0022286,-0.0127714,0.0013286,0.0022143,0.0013571,0.0002857,0.0030857,-0.0057286,0.0006714,0.0012571,0.0001286,0.0016571,-0.0020714,0.0002143,0.0005714,-0.0011429,-0.0009286,0.0008857
Arora,0.0063,0.00075,-0.02835,0.0218,-0.023725,0.016225,0.000775,3e-04,-0.002625,-0.002575,-0.002625,-0.002975,0.000325,-0.006825,0.006975,0.004975,-0.0052,0.0027,-7.5e-05,-0.01225,-0.005575,-0.005475,0.000225,-0.00205,0.0038
Ashkenazi_Austria,0.0084,0.0135,-0.00305,-0.0147,0.00355,-0.0053,-0.001,-0.00125,0.00475,0.0078,0.0018,-0.0011,-4e-04,8e-04,-0.0035,0.00115,-0.0066,5e-05,-0.00115,-0.00225,-0.00175,-0.0025,-0.00115,0.001,-0.00075
Ashkenazi_Belarussia,0.0089538,0.0131923,-0.0019462,-0.0122538,0.0035,-0.0051846,-0.0004308,-0.0004462,0.0028,0.0080231,0.0015077,-0.0002462,0.0015538,-0.0010615,-0.0021692,0.0021077,0.0013923,-0.0002692,0.0011846,-0.0010077,-0.0030923,-0.0006231,0.0022231,0.0013,-0.0002462
Ashkenazi_France,0.0084,0.01415,-0.0040125,-0.0159,0.003025,-0.0069875,-0.001075,-0.0008875,0.0041875,0.010725,0.002325,-0.000625,0.0016875,-0.001675,-0.0026875,0.0024,0.0006875,-0.0017875,-0.0017,-0.0043125,-0.0007125,-0.0023375,3e-04,0.00215,0.0013375
Ashkenazi_Germany,0.00855,0.01402,-0.00382,-0.01546,0.00355,-0.00673,-0.00084,-0.00076,0.00482,0.01034,0.00244,-0.00075,0.00169,-0.00194,-0.00372,0.00233,0.00169,-0.00134,-0.00062,-9e-04,-0.00268,-0.00218,0.00071,0.00115,0.00068
Ashkenazi_Latvia,0.00855,0.0133,-0.0043,-0.01355,0.0022,-0.00565,-0.0014,-0.00175,0.0024,0.0074,0.0012,0.00115,0.00435,0.00155,-0.0051,-0.00315,-0.0047,-0.00085,-6e-04,-0.0046,-0.00315,-0.00225,0.0015,0.0025,0.00285
Ashkenazi_Lithuania,0.0087727,0.0130727,-0.0024455,-0.0125,0.0030818,-0.0050727,-0.0002364,-0.0005091,0.0029636,0.0075182,0.0009545,-0.0012364,0.0017273,0.0004545,-0.0032727,0.0026091,0.0012273,0.0001273,0.0003545,-0.0025364,-0.0026091,-0.0027091,0.0023727,0.0020273,-0.0008818
Ashkenazi_Poland,0.0087958,0.013475,-0.0019458,-0.0133125,0.0031833,-0.005525,-0.000375,-0.0003875,0.0040083,0.0078333,0.0007167,-0.0003958,0.0019375,0.0001208,-0.0030542,-0.0012625,-0.0028875,2.5e-05,-0.0006417,-0.00325,-0.0021458,-0.0018375,0.0013708,0.0018,0.001275
Ashkenazi_Romania,0.009,0.0135,-0.00165,-0.01325,0.00325,-0.00555,-0.0016,-0.00035,0.00305,0.00825,0.00255,0.00165,-3e-04,-3e-04,-0.00145,-0.001,-0.0028,0.00055,-0.00065,-0.00665,-0.00305,-0.00265,0.0014,0.0057,3e-04
Ashkenazi_Russia,0.00889,0.01295,-0.00171,-0.01185,0.00337,-0.00514,-0.00083,-8e-05,0.0032,0.00771,0.00069,2e-04,0.00144,0.00024,-0.00371,-2e-04,-0.00093,-0.00045,-0.0017,-0.0025,-0.00286,-0.00239,0.00051,0.0038,-0.00102
Ashkenazi_Ukraine,0.008735,0.013305,-0.00146,-0.01242,0.003915,-0.005115,-0.000465,5e-05,0.0038,0.0071,0.000495,7.5e-05,0.001625,0.00038,-0.002085,-0.00138,-0.003315,-1.5e-05,0.001015,-0.00374,-0.002505,-0.002095,0.000625,0.001745,0.00084
Assyrian,0.0085917,0.01315,-0.0164583,-0.0199417,-0.0102,-0.0063167,0.00205,-0.0026333,-0.0111917,-0.0019917,0.0028583,-0.0016167,0.003725,-1.67e-05,-0.0018167,0.005325,-0.001375,0.0008917,0.002025,-0.0043833,-0.0018833,0.0018167,-0.0005417,-0.0021,0.0028583
Assyrian_Mardin,0.00855,0.01355,-0.01555,-0.0214,-0.00955,-0.0064,-0.00045,-0.0034,-0.00755,-0.0032,0.00335,-0.001,0.00465,0.0014,-0.00475,0.00825,0.00735,0.00015,-0.00105,-0.0022,0.0018,0.00125,-0.00125,0.00495,-0.00135
Assyrian_o,0.0092,0.0121,-0.016,-0.0154,-0.0117,-0.0047,0.0038,-9e-04,-0.0177,-0.0022,0.0019,0.0072,-0.0021,-0.0028,-0.0059,0.0114,0.0091,9e-04,0.0017,0.0019,-0.0025,6e-04,0.0036,1e-04,-6e-04
Asur,9e-04,-0.0195,-0.0473,0.0372,-0.00925,0.0239,-0.0028,0.0074,0.03805,0.02625,0.013,0.00165,-0.00325,0.00785,-0.015,-0.0175,0.00755,0.00075,-0.0013,0.0187,0.00205,0.0134,-0.00125,0.00785,0.00345
Atayal,0.0013333,-0.0437556,-0.0113667,-0.0212111,0.0438778,0.0217222,-0.0012556,-0.0061111,-0.0111111,-0.0106556,0.0235,0.0027,-0.0020778,0.0022333,0.0100333,0.0059444,-0.0034667,0.0036889,0.0043556,-0.0128444,0.0028,-0.0201778,-0.0005889,-0.0054667,-0.0418556
Australian,-0.0037,-0.02315,-0.05665,0.0726,0.045,-0.122,-0.00135,0.00325,-0.00405,0.00045,-0.0038,8e-04,0.00055,-0.00195,-0.0026,-1e-04,0.0077,0.0016,-0.0019,0.00485,0.00285,-3e-04,-0.00275,0.00105,-0.0038
Austrian,0.0113412,0.0132941,0.0144235,0.0101353,0.0113,0.0045059,0.0030765,0.0027059,0.0013824,0.0015118,-0.0023882,0.0005235,-0.0008706,0.0020235,0.0003706,0.0027882,0.0001706,0.0006235,0.0025294,0.0006706,-0.0007941,-0.0021471,0.0013529,0.0024588,-0.0008588
Avar,0.0099769,0.0101615,-0.0060667,0.0044,-0.0137718,0.0053,0.0031051,-0.0019179,-0.0297128,-0.0228128,-0.0003872,0.0032667,-0.0082513,-0.0072154,0.0114,-0.0025436,-0.0005205,-0.0021667,-0.0049744,0.0036744,-0.0008538,0.0015795,0.0050462,0.0082949,-0.0012821
Avar_o,0.009575,0.011625,-0.008725,-0.0039,-0.011425,0.00265,0.0024,-0.002775,-0.026775,-0.01675,-0.00015,0.002225,-0.00865,-0.000425,0.0059,-0.00475,-0.000425,-0.000425,-0.0032,0.003825,0.003125,5e-05,0.001175,0.00315,-0.0022
Awan,0.006525,-0.00025,-0.0289,0.0234,-0.02355,0.01625,0.001775,0.001575,-0.002825,-0.0021,-0.0042,8e-04,-0.001875,-0.00505,0.004475,0.00735,-0.00205,0.001325,0.00145,-0.00595,-0.0039,-0.0031,0.00305,-0.004475,0.000925
Aymara,0.005,-0.0308,0.0316,0.0288,-0.0373,-0.0052,-0.1283,-0.1557,-0.0047,-0.009,-2e-04,6e-04,-0.0031,0.0168,-0.01,0.0026,0.0053,2e-04,-0.0014,0.002,-0.0012,0.0033,0.003,3e-04,-0.0063
Azerbaijani_Dagestan,0.0088577,0.0093577,-0.0107808,-0.0061154,-0.0117808,0.0004462,0.0017115,-0.0023269,-0.0192385,-0.0105808,-0.0012192,0.0018692,-0.0033115,-0.0026692,0.0041692,0.0006577,-0.0014308,-0.0006192,-0.0011692,-0.0018154,-0.0001808,-0.0014692,4e-04,0.0014269,0.0015846
Azerbaijani_Iran_Ardabil,0.0080824,0.0085941,-0.0131647,-0.0120765,-0.0118824,-0.0015765,0.0020882,-0.0015824,-0.0130059,-0.0058235,-0.0001647,-0.0004235,0.0004706,-0.0004882,0.0002941,0.0029647,-0.0031824,0.0013059,0.0022235,-0.0042706,0.0004118,-0.0012706,-0.0015294,-0.0023059,0.0014471
Azerbaijani_Iran_EastAz,0.00826,0.0085,-0.01296,-0.0109,-0.01184,-0.00274,0.0025,-0.00042,-0.01378,-0.00226,0.00044,-3e-04,0.00108,0.00066,0.00134,0.0027,-0.005,0.00136,0.00066,-0.00472,-0.00312,-0.00108,6e-04,-0.00354,0.00186
Azerbaijani_Iran_WestAz_Maku,0.0081,0.00855,-0.0122,-0.0103,-0.01255,-0.0026,6e-04,-0.00355,-0.0126,-0.00415,-0.00325,0.00085,0.0028,-0.0086,-0.0015,0,-0.0046,-0.0028,0.00365,0.002,9e-04,-0.0023,-0.0036,-0.00015,0.00275
Azerbaijani_Republic_Agjabedi,0.0081,0.0088,-0.0129333,-0.0125667,-0.0113444,-0.0022889,0.0017333,-0.0015556,-0.0141778,-0.0050222,-0.0025778,-0.0006222,0.0011444,-0.0015444,0.0019778,0.0048778,-0.0004222,0.0008444,0.0014111,-0.0031778,-0.0010111,0.0001889,-0.0010444,-0.0006778,0.0005111
Azerbaijani_Republic_Gabala,0.0086381,0.0096238,-0.0121095,-0.0102714,-0.0115095,-0.0017095,0.0021762,-0.0018238,-0.0166571,-0.0080143,-0.0011,0.0007857,-0.0023476,-0.0010238,0.0011762,0.0012095,0.0001476,-4.29e-05,0.0020571,-0.0022476,-0.0003333,0.0001048,-0.0003524,-0.0003952,0.0006571
Azerbaijani_Republic_Shaki,0.008825,0.0105375,-0.0122,-0.0114125,-0.010475,-0.0022125,0.0014,-0.0022875,-0.0172,-0.00755,-0.0001625,0.00155,-0.0028375,-0.0004375,0.0005125,-0.001925,0.000375,0,-0.001625,-0.000875,0.0004375,-0.001025,0.0001375,-2e-04,0.003125
Azerbaijani_Turkey,0.0083333,0.0095333,-0.0127,-0.0118,-0.0118333,-0.0023,0.0018333,-0.0022333,-0.0125667,-0.0044667,-0.0015667,6.67e-05,-0.0001667,0.002,0.0002667,-0.0050667,-0.0097667,0.0044667,0.0043667,-0.0045333,2e-04,5e-04,-0.0017667,-0.0023333,0.0019667
Baggara_Arab_Chad_A,-0.0217778,0.0101667,-0.0075333,-0.0205444,-9e-04,-0.0096889,-0.0114556,0.0049667,0.0303444,-0.0180111,0.0011333,-0.0061111,0.0116778,0.0008889,0.0062222,-0.0007889,-0.0028556,-0.0041667,-0.0002111,0.0041111,0.0010333,0.0027333,-0.0013111,0.0017889,-0.0025778
Baggara_Arab_Chad_B,-0.0410091,0.0075091,-0.0003182,-0.0084,0.0005182,-0.0042,-0.0151273,0.0124455,0.0284455,-0.0291364,-0.0050909,0.0052727,-0.005,-0.0017909,0.0093182,-0.0104455,0.0086364,-0.0105273,0.0013636,-0.0049091,-0.0012273,-0.0045909,0.0017364,-0.0008182,0.0031364
Baggara_Arab_Sudan,-0.0363056,0.0079889,-0.0031778,-0.0118167,-0.0007056,-0.0059333,-0.0114389,0.0086222,0.0352,-0.0347111,-0.0058167,0.0052944,-0.0062611,-0.0006722,0.0077,-0.0064333,0.0079333,-0.0091111,0.0066556,-0.0044556,0.0004056,0.0012722,-0.0024111,4.44e-05,0.0001667
Bagvalin,0.0098462,0.0107692,-0.0068769,0.0023154,-0.0138923,0.0041923,0.0035231,-0.0021923,-0.0289462,-0.0209692,-0.0020308,0.0036154,-0.0087385,-0.0066385,0.011,-0.0029615,-0.0005615,-0.0009538,-0.0063,0.0019154,-0.0010385,-0.0002231,0.0019154,0.0085615,-0.0015462
Bagvalin_o,0.00995,0.0117,-0.00905,-0.00505,-0.0116,0.002,0.0011,-0.00295,-0.0294,-0.0197,-0.00085,0.00585,-0.0109,-1e-04,0.00975,-0.01085,-0.00735,0.00055,-0.00295,0.001,0.00365,0.005,-0.00165,0.0052,0.0021
Bahun,0.006,-0.0039,-0.0282,0.02505,-0.02005,0.01695,0.00115,0.0019,0.0026,0.0027,-0.00575,-0.00105,-3e-04,-0.0044,0.00265,0.0037,0.00435,-0.00205,0,-0.00805,3e-04,0.0039,0.00205,-0.00525,0.0022
Bahun_o,0.0045667,-0.0125,-0.0245,0.0182333,-0.0147667,0.0144333,0.0003667,0.0037,0.0048667,0.0058667,-0.0154333,-0.0037667,0.0018333,-0.0057,0.0028667,0.0017,2e-04,0.0028667,-0.0024667,-0.0042333,-0.0006333,0.0008667,0.0068667,-0.001,0.0058333
Bai,0.0018533,-0.0431933,-0.0015733,-0.01778,0.0190933,0.0085133,0.00198,0.0008267,-0.0037667,0.00172,-0.0374533,-0.0059533,0.0062667,-0.0053467,-0.0065133,-0.0013867,0.0036867,-0.0017533,-0.0060533,-0.00416,0.00448,0.01258,0.0098,0.0012333,0.0187467
Baiku_Yao_Guizhou,0.001395,-0.04434,-0.008395,-0.01978,0.036185,0.016955,-0.000225,-0.00301,-0.00901,-0.00318,-0.010345,-0.003795,0.00335,-0.00312,0.00032,0.001295,0.001855,-0.001995,-0.0073,-0.011085,0.008905,0.0094,0.01662,-0.003505,0.006145
Bajo,0.0002333,-0.0379667,-0.0256333,0.004,0.0474333,-0.0114333,-0.0009333,-0.0041,-0.0084,-0.0100333,0.0309333,0.0041,-0.0032667,-0.0022,0.0041,0.0030667,0.0002667,0.0017333,0.0031,-0.0027667,-0.0039333,-0.0114333,-0.0036333,-0.0024667,-0.0219333
Baka,-0.05625,0.0062,0.00545,0.0094,0.0011,0.00355,0.0653,-0.0508,-0.01035,0.0176,0.00585,-0.07595,-0.0251,-0.00065,0.00155,-0.0026,0.00245,-0.01745,0.00445,-0.0012,0.0016,-3e-04,0.00095,0.0018,-0.00235
Bakola,-0.05635,0.00595,0.00705,0.00955,4e-04,0.0015,0.0671,-0.05295,-0.0075,0.0177,0.0038,-0.05955,-0.0194,-0.00125,0.00345,-0.0022,0.00085,0.0021,4e-04,0.00125,-7e-04,-0.0032,-0.0012,0.00105,-0.0012
Balija,0.004,-0.0083,-0.0446,0.033,-0.0274,0.0223,-8e-04,0.0072,0.0216,0.0144,-0.0046,-0.0016,-0.0028,0.0017,-0.0057,0.0033,0.0031,0.0036,-0.0019,0.0021,0.0135,0.0023,0.0018,0.0033,-0.0038
Balkar,0.0095571,0.0085857,-0.0060143,-0.0056,-0.0104714,-0.0001286,0.0037857,-0.0012571,-0.0270143,-0.0143429,-0.0024857,0.0063857,-0.0109286,0.0024571,0.0049571,-0.0135571,0.0034571,-0.0033429,-0.0079143,0.0115429,0.0050714,0.0014429,0.0005429,-0.0043857,-0.0030429
Balochi_Iran,0.00585,0.0053,-0.0260417,0.0077333,-0.0223,0.0094417,0.0020333,0.0004667,-0.01065,-0.01045,-0.002225,-0.0017333,0.0043167,-0.0041333,0.0117833,0.0183167,-0.011275,0.0020167,0.0044083,-0.020225,-0.0008667,-0.0119667,-0.0015917,-0.01255,0.0096083
Balochi_Iran_o,0.00595,0.0078,-0.0246,0.00355,-0.02065,0.00695,1e-04,5e-05,-0.0132,-0.0122,-0.002,-0.0021,0.00435,-0.00255,0.00535,0.017,-0.00885,0.0047,0.0048,-0.01995,-9e-04,-0.0132,-0.00015,-0.01215,0.00685
Balochi_Pakistan,0.00605,0.0051083,-0.0266833,0.0095167,-0.0235917,0.0112917,0.002375,0.0006833,-0.0111167,-0.0114167,-0.0023917,-0.0014333,0.0026417,-0.005825,0.0117583,0.0227,-0.007775,0.0023083,0.0057833,-0.0212,-0.0008583,-0.0123,3e-04,-0.0133583,0.0114917
Balti,0.0053533,-0.0101733,-0.0213267,0.0153067,-0.0181133,0.01268,0.0014333,0.0011467,-0.0020533,-0.0013733,-0.01528,-0.0013333,0.0013533,-0.0067667,0.00338,0.0049533,-0.0009067,0.00044,-0.00076,-0.00496,-0.0016533,0.00244,0.00252,-0.0009267,0.00714
Balti_o,0.0056,-0.0028,-0.0312,0.0244,-0.0242,0.0183,-2e-04,-0.0016,0,-0.0056,-0.0015,0,0.0017,-0.0125,0.0021,0.0042,0.0075,-0.0032,-0.0041,-0.0034,9e-04,-5e-04,0,-0.0021,0.0035
Baniya_Gujarat,0.0042,-0.0045,-0.038,0.0348,-0.0263,0.0225,-2e-04,0.0034,0.0145,0.0104,-0.0012,0.0036,-1e-04,-0.0062,-0.0033,0.0063,0.0145,-0.0011,0.0039,-0.0026,8e-04,-8e-04,0.0063,0.0015,-0.0028
Baniya_Punjab,0.0039,-0.0055,-0.0399,0.0337,-0.0281,0.0211,-1e-04,0.0066,0.0197,0.0101,-0.0073,-1e-04,0,-0.0046,0,-0.002,-0.0049,-0.001,-0.0043,-0.0018,-0.0028,-0.001,-2e-04,0.0029,0.0012
Baniya_Uttar_Pradesh_Gupta,0.0042,-0.0068,-0.0448,0.0403,-0.0259,0.0234,7e-04,0.0087,0.0283,0.0223,-1e-04,0.0055,0.0035,0.0041,-0.0114,-0.0165,-0.0086,0.0015,0.0102,0.0083,0.0131,8e-04,0.0171,0.0088,-0.0154
Bantu_Kenya,-0.0528,0.00615,0.0039,0.00365,0.00065,0.0027,-0.00525,0.0115,0.00145,-0.0134,-0.00145,0.0089,-0.02155,0.0024,-0.026,0.01955,-0.0117,-0.00345,-0.01215,0.0048,0.0023,-0.00415,-0.00245,3e-04,0.00185
Bantu_S.E.,-0.0552889,0.0062778,0.0053556,0.0055222,-0.0003778,0.0033889,0.0124889,-0.0056333,-0.0104778,0.0062889,0.0014889,-0.0052,-0.0075333,0.0016667,-0.0072333,0.0048,-0.0039778,0.0476111,-0.0198222,0.0027778,-0.0033556,-8e-04,0.0019,0.0008333,-0.0003667
Bantu_S.W.,-0.0546714,0.0064857,0.0048857,0.0049571,2e-04,0.0027143,0.0006143,0.0038714,-0.0134143,0.0094857,0.0017571,-0.0031,-0.0020429,0.0014286,-0.0038,0.0036857,-0.0026,0.0172,-0.0085,0.0030286,-0.0009429,0.0003714,0.0012143,2e-04,-0.0004571
Baoan,0.0026833,-0.03766,0.0021133,-0.0140533,0.0098033,0.0051967,0.0022267,0.0011867,-0.0046,0.0011567,-0.03894,-0.0049867,0.00424,-0.0042433,-0.0039233,0.0002767,0.0007567,-0.0002067,-0.00407,-0.0028933,0.0030433,0.0090933,0.0072933,-0.0002733,0.0084767
