,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Eskimo,0.0042,-0.0363,0.0313333,0.0125667,-0.0401,-0.0158,-0.0435,-0.0511333,0.0033333,-0.0059,0.0181333,-0.0030333,0.0048,-0.0138667,-0.0267667,-0.0140667,-0.0032333,0.0135,0.0293333,0.0158,0.0227,-0.0401667,0.0055667,0.0237667,0.0302
Eskimo_Chaplin,0.004,-0.0368,0.0316,0.01115,-0.03975,-0.015625,-0.03965,-0.045075,0.003825,-0.007925,0.019275,-0.00285,0.008425,-0.01435,-0.02295,-0.009725,-0.00385,0.018025,0.0297,0.0196,0.026475,-0.041825,0.005,0.0214,0.0358
Eskimo_Naukan,0.0040615,-0.0358,0.0319692,0.0137385,-0.0390231,-0.0152077,-0.0447846,-0.0529615,0.0030615,-0.0072615,0.0182385,-0.0032462,0.0069308,-0.0129385,-0.0240385,-0.0102385,1e-04,0.0107615,0.0286077,0.0151231,0.0228385,-0.0404538,0.0080846,0.0220692,0.0350538
Eskimo_Sireniki,0.00412,-0.03638,0.03108,0.01202,-0.03882,-0.01674,-0.03872,-0.0448,0.00274,-0.0063,0.01876,-0.00296,0.00462,-0.01266,-0.02526,-0.01242,-0.00314,0.0105,0.03046,0.01468,0.02406,-0.04408,0.0118,0.02246,0.03494
Estonian,0.01168,0.01124,0.02327,0.02579,0.0139,0.01067,0.00484,0.00626,2e-04,-0.01561,4e-05,-0.00824,0.01309,0.01552,-0.00491,0.00129,0.00017,-0.00196,0.00107,0.00177,0.00111,-0.00151,0.00346,0.00062,0.00255
Ethiopian_Afar,-0.0194333,0.01,-0.0087333,-0.0247667,-0.0002667,-0.0125,-0.0074667,0.0004333,0.0520667,-0.0340667,-0.0009333,-0.0070667,0.0134667,-0.0007333,0.0177667,-0.0095667,0.0074667,-0.0011333,0.0056667,0.0004667,0.0041667,0.0073333,-0.0015333,0.0051,-0.0029667
Ethiopian_Agaw,-0.01975,0.0104,-0.00875,-0.02665,8e-04,-0.01535,-0.005,-0.0019,0.05065,-0.0362,-0.0011,-0.0074,0.01175,0,0.01595,-0.01095,0.0081,0.00075,0.0052,0.0021,0.00215,0.0033,-0.00395,0.0037,-0.00665
Ethiopian_Amhara,-0.01985,0.0104667,-0.0094167,-0.0256389,0.0002333,-0.0139611,-0.0060556,-0.0004611,0.0508111,-0.0348278,-0.0008944,-0.0088333,0.0118444,0.0007889,0.0166444,-0.0096611,0.0059,0.0016778,0.0048333,0.0019444,0.00335,0.0054111,-0.0025111,0.0031,-0.0016444
Ethiopian_Anuak,-0.0503389,0.0052667,0.0003667,-0.0021667,-0.0006722,-0.0009944,-0.0035833,0.0055667,0.0383667,-0.0530778,-0.0122056,0.0154778,-0.0263333,-0.0005833,0.0063389,-0.0126111,0.0161278,-0.0065667,0.0156444,-0.01515,5e-05,0.0041167,-0.0039889,-0.0021889,0.0038556
Ethiopian_Ari,-0.0365,0.00645,-0.00445,-0.0121,0.00055,-0.0066,0.01195,-0.01205,0.05125,-0.05165,-0.0069,-0.00145,-0.00805,-0.0016,0.01875,-0.0142,0.0254,0.0167,0.0036,-0.008,-0.0018,0.00075,-0.0019,0.00145,-7e-04
Ethiopian_Ari_blacksmith,-0.0371,0.0064,-0.0045333,-0.01135,-0.0006167,-0.0075,0.0109333,-0.0106167,0.0507167,-0.0475167,-0.0078333,-0.00345,-0.0112333,-0.00055,0.0190167,-0.0170833,0.0199333,0.0148833,0.0040167,-0.00615,0.0001833,0.0026833,-0.0038167,-3.33e-05,0.0014833
Ethiopian_Ari_cultivator,-0.0360933,0.0066667,-0.0049,-0.0115467,3.33e-05,-0.00808,0.01058,-0.0105667,0.0518067,-0.04804,-0.0073467,-0.0022467,-0.0103067,-0.0001733,0.01868,-0.0174933,0.0184267,0.01476,0.00382,-0.0073,-0.0012,0.00364,-0.0024333,-0.00132,0.0006267
Ethiopian_Gumuz,-0.0461833,0.0048167,-0.0019,-0.0038667,-0.00025,-0.0027833,0.0024667,-0.00085,0.0466333,-0.0554667,-0.0124,0.012,-0.0252667,-0.0015167,0.0118167,-0.0154333,0.0187667,0.0016667,0.0114667,-0.0141167,-7e-04,0.00265,-0.0047,-0.0026667,0.0035667
Ethiopian_Jew,-0.0204333,0.0103167,-0.0088833,-0.0255167,0.0003667,-0.0143,-0.0056167,-0.0002333,0.05285,-0.0377833,-0.0014833,-0.0084667,0.0119667,-0.00025,0.0166,-0.00895,0.0073333,0.0010667,0.0040333,0.0018167,0.0052667,0.0089333,-0.0033667,0.0025667,-0.00115
Ethiopian_Mursi,-0.04615,0.00555,-0.00165,-0.0053,-0.00085,-0.00435,-0.00105,0.00175,0.0481,-0.05805,-0.01235,0.01275,-0.0263,4e-04,0.00715,-0.01645,0.01245,0.00025,0.01295,-0.0159,-0.00255,0.00365,-0.0054,-0.0031,0.00075
Ethiopian_Oromo,-0.0242765,0.0094059,-0.0079529,-0.0220529,0.0006941,-0.0120824,-0.0034941,-0.0022882,0.0510588,-0.0390647,-0.0035176,-0.0068706,0.0069588,-0.0001235,0.0160706,-0.0107588,0.0118824,0.0039412,0.0057294,5.88e-05,0.0023059,0.0050353,-0.0029941,0.0024529,-0.0019529
Ethiopian_Tigray,-0.0188941,0.0105471,-0.0092353,-0.0262706,6.47e-05,-0.0142882,-0.0070529,-0.0002647,0.0495235,-0.0331941,-0.0014529,-0.0091941,0.0132941,0.0010529,0.0154882,-0.0071235,0.0089,0.0001529,0.0046588,0.0024353,0.0030882,0.0052765,-0.0024647,0.0025353,-0.0038
Ethiopian_Wolayta,-0.0274,0.0086,-0.0068333,-0.0194667,-3.33e-05,-0.0110333,-0.0003667,-0.0055,0.0522333,-0.0407,-0.005,-0.0074333,0.0027667,-0.0013,0.0188,-0.013,0.0088333,0.0052,0.0046667,-0.0016333,0.0021,0.0033,-0.0035667,0.0007667,-0.0025333
Even,0.0036,-0.04266,0.03714,-0.00518,-0.04574,-0.02986,0.0116,0.01562,0.01476,0.0138,0.03554,0.00692,-0.00846,0.0052,-0.01234,-0.01136,-0.00214,0.0159,0.03166,0.01468,0.04778,-0.0486,0.00634,0.01286,0.01904
Evenk,0.0036111,-0.042,0.0352222,-0.0058,-0.0452833,-0.0301778,0.0125333,0.0176833,0.01285,0.01145,0.0378444,0.0059889,-0.0097722,0.0077833,-0.0014944,-4e-04,0.0025778,0.0053222,0.0099833,-0.00175,0.0247889,-0.0114167,0.0102944,0.0041556,0.0101444
Evenk_o,0.00455,-0.03495,0.0311,-0.0054,-0.03175,-0.0217,0.01045,0.01405,0.0088,0.00955,0.02145,0.0012,-0.007,0.0026,0.00235,-0.0014,0.0022,0.00545,0.01395,0.0051,0.01525,-0.0082,0.0028,0.00545,0.0056
Ezhava,0.00375,-0.00785,-0.044,0.0319,-0.02505,0.022,-0.00025,0.0036,0.0203,0.0158,-0.006,0.00025,0.001,0.0011,-0.0034,0.00065,0.0093,-2e-04,-0.0043,0.0041,0.00965,-0.0018,-0.00235,0.00465,-0.00275
Ezid,0.0080889,0.0110111,-0.0157889,-0.0097222,-0.0123222,-0.0006889,6e-04,-0.0021333,-0.0123778,-0.0055889,0.0002111,-0.0009222,0.0021889,-0.0015111,0.0021444,0.0077778,-0.0007556,0.0025,0.0024,-0.0038667,0,-0.0009111,0.0004556,-0.0038778,0.0030556
Finnish_Central,0.0114889,0.0085333,0.0237111,0.0242444,0.0096,0.0086556,0.0044333,0.0065111,0.0015444,-0.0132,0.0022222,-0.0042667,0.0085889,0.0039667,0.0014889,0.0004222,-0.0055111,-0.0003556,-4.44e-05,0.0021,0.0064778,-0.0015111,0.0012,0.0071778,0.0036222
Finnish_East,0.0110571,0.0077571,0.0250286,0.0259571,0.0089,0.0074857,0.0032143,0.0060429,0.0022429,-0.0167857,0.0045429,-0.0052714,0.0109143,0.0015143,-0.003,0.0067143,0.0084429,-0.0013,-0.0010857,0.0048143,0.0078143,0.0009143,0.0009714,0.0066429,0.0017286
Finnish_North,0.0113125,0.0077125,0.0247,0.0244625,0.0089375,0.0088125,0.0038,0.0065875,0.0023,-0.0151125,0.0029625,-0.0046875,0.010925,0.0059,0.0007625,-0.006,-0.0132125,0.0010125,-5e-04,0.0019,0.0074125,4e-04,0.0005125,0.0048625,0.00475
Finnish_Southeast,0.0116,0.0089333,0.0234556,0.0239,0.0108111,0.0075556,0.0038889,0.0060889,0.0013778,-0.0119778,0.0019111,-0.0039111,0.0077444,0.0021667,0.0013,0.0095889,0.0098333,-0.0007778,-0.0012,0.0066,0.0065,-0.0006222,0.0016667,0.0073,-0.0008111
Finnish_Southwest,0.0115375,0.0095375,0.0228875,0.022325,0.0109625,0.0082375,0.0036375,0.0060875,0.0021875,-0.0114625,0.0024,-0.003875,0.0077125,0.0062375,0.0039,-0.0064625,-0.015425,0.0011375,0.0012625,-0.000175,0.0055,0.000425,0.00225,0.00425,0.0032625
French_Alsace,0.011185,0.0138225,0.0133425,0.006945,0.012485,0.003195,0.0012425,0.0021125,0.00335,0.00586,-0.00193,0.003055,-0.0063525,-0.00303,0.0063075,0.0023125,-0.0037525,0.001925,0.00258,-0.0005725,0.002215,0.000935,-0.0010725,0.0059225,-0.0002625
French_Auvergne,0.0110185,0.0142444,0.0125741,0.0040222,0.0141259,0.0014333,-0.0001444,0.0010889,0.0075333,0.0121667,-0.0015185,0.0049074,-0.0093963,-0.0070259,0.0061148,0.0011185,-0.0006037,0.0011815,0.0024444,-0.0001704,0.0014889,0.0030222,-0.0018519,0.0015074,-7.41e-05
French_Bearn,0.01114,0.01426,0.01421,0.00186,0.01753,0.00078,-0.00072,-0.00089,0.01196,0.02189,-0.00546,0.00683,-0.01278,-0.01041,0.01044,0.00119,-0.00439,-0.00071,-0.00138,-0.00264,0.00438,0.00254,-0.00539,-0.00678,0.00057
French_Bigorre,0.01125,0.01451,0.01386,0.00165,0.01697,-3e-04,-0.00071,7e-05,0.01213,0.021,-0.0019,0.00526,-0.01445,-0.01028,0.00644,0.00014,-0.00273,0.00187,-0.00071,-0.00233,0.00201,-0.00072,-0.00267,-0.0049,0.00086
French_Brittany,0.01155,0.0136225,0.01534,0.0121625,0.0127275,0.00567,0.0013425,0.001825,0.0040025,0.0052075,-0.00316,0.00373,-0.009665,-0.00952,0.013515,0.0033175,-0.0056,0.00101,-0.0003675,0.0014175,0.00358,0.001445,-0.0010175,0.0087525,0.00055
French_Chalosse,0.01131,0.01455,0.01376,0.00346,0.01668,0.00099,2e-04,0.00077,0.01235,0.02176,-0.00166,0.00597,-0.01368,-0.01096,0.00817,0.00213,-0.00416,0.00132,-0.00062,-0.00179,0.00663,0.0023,-0.00624,-0.00636,-0.00175
French_Corsica,0.0105714,0.01495,0.0051786,-0.0071214,0.0113857,-0.0036,-0.0007857,-0.0002429,0.0076786,0.0185429,-0.0003714,0.0049786,-0.0089,-0.0051643,-0.0033429,-0.00045,0.0031,0.0009857,0.00195,-0.0024357,-0.0003143,2e-04,-0.0020929,-0.00115,-0.0004429
French_Nord,0.0112697,0.0138394,0.0136182,0.0079273,0.0124364,0.0031879,0.0004667,0.0019152,0.0040939,0.0065939,-0.0021455,0.0026909,-0.0073061,-0.0059455,0.0082515,0.0019182,-0.0035333,0.0017576,0.0032576,0.0008242,0.0017091,0.0012333,-0.0012758,0.0062,1.21e-05
French_Occitanie,0.0111611,0.0142667,0.0129611,0.0055444,0.0140944,0.001225,0.0002222,0.0016861,0.0072639,0.0129444,-0.002025,0.0043917,-0.0101194,-0.0068722,0.0079111,0.0019361,-0.0028444,0.0019611,0.0011333,3.61e-05,0.0029417,0.0019778,-0.0020694,0.0014667,0.0003528
French_Paris,0.0111727,0.0139273,0.0133727,0.0074273,0.0132909,0.0033364,0.0011909,0.0023636,0.0056727,0.0099727,-0.0047455,0.0045455,-0.0086818,-0.0075455,0.0101455,0.0045727,-0.0014,0.0036818,0.0021545,-0.0007818,0.0017636,0.0028909,-0.001,0.0092455,-0.0015909
French_Pas-de-Calais,0.0112333,0.0138333,0.0144,0.0083,0.0137,0.0045667,0.0017667,0.0005667,0.0041667,0.0068333,-0.0049333,0.0014667,-0.0067333,-0.0087333,0.0100667,0.0061333,-0.0003667,0.0014333,-0.0029,0.0034,0.008,0.0011667,-0.0020667,0.0049,-0.0012
French_Provence,0.0107118,0.0141647,0.0097824,0.0016588,0.0119765,0.0008353,0.0009647,0.0015765,0.0049176,0.0112235,-0.0023824,0.0048118,-0.0081647,-0.0079647,0.0043882,0.0023941,0.0008412,0.0022176,0.0014118,-0.0012118,0.0012353,0.0022118,0.0002882,0.0045176,2.94e-05
French_Seine-Maritime,0.01195,0.0135,0.012,0.00915,0.0127,0.006,0.0018,-3e-04,0.00195,0.0033,-0.0023,0.005,-0.0051,-0.0012,0.0105,0.00265,-0.0061,-0.00185,0.00075,-0.004,0.00315,0.00445,7e-04,0.00355,-0.00375
French_South,0.0110857,0.0142571,0.0131571,0.0027429,0.0164714,0.0009571,0.0001143,0.0009857,0.0135143,0.0212143,-0.0041714,0.0049143,-0.0147,-0.0098571,0.0076429,0.0020857,-0.0039143,0.0014143,0.0001714,0.0015286,0.004,-0.0006714,-0.0042714,-0.0062714,-0.0011857
Fulani,-0.03425,0.00925,0.00205,-0.0103,0.00435,-0.00515,-0.01755,0.01375,0.01155,0.01255,0.00355,-0.00495,0.0153,-0.00685,0.0143,-0.0143,0.00355,-0.01385,-0.02205,0.0048,-0.0087,-0.01835,0.0138,6e-04,0.0031
Fulani_Burkina_Faso_Ziniare,-0.03806,0.008464,0.002436,-0.005996,0.003792,-0.0024,-0.018472,0.014268,0.006288,0.013292,0.002444,-0.001796,0.01528,-0.004952,0.01288,-0.009732,0.006064,-0.010316,-0.017448,0.001864,-0.004392,-0.016388,0.009004,-0.001384,0.004284
Fulani_Guinea,-0.047144,0.007184,0.004508,0.000192,0.002212,0.000532,-0.014972,0.014368,-0.007336,0.01468,0.002476,-0.002576,0.013556,-0.003256,0.012076,-0.00908,0.008304,-0.00208,-0.007568,0.00066,-0.001932,-0.007912,0.00412,-0.001448,0.002544
Gadaba,4e-04,-0.0239,-0.0423,0.0315,0.0034,0.0213,-0.002,0.0036,0.037,0.0253,0.0174,0.0013,-0.0014,0.0141,-0.0149,-0.0241,0.0091,-0.0048,-0.0071,0.0262,0.0011,0.015,-0.0047,0.0076,0.0103
Gagauz,0.0106889,0.0132333,0.0053111,-9e-04,0.0063556,0.0004778,0.0029222,0.0020333,-0.0017778,0.0019889,-0.0010111,-0.0013889,-0.0009889,0.0073556,-0.0077,-0.0035778,0.0026333,-0.0002111,0.0028667,-0.0023222,-0.0052,-0.0007556,0.0029889,-0.0040889,5.56e-05
Gambian,-0.0532833,0.0066167,0.0052333,0.00355,0.0006833,0.002,-0.01525,0.0168,-0.0155167,0.01325,0.0033333,-0.0024333,0.0109167,-0.0007167,0.0081167,-0.0115667,0.0074333,-0.0009333,-0.0016833,-0.0025833,-0.0013167,-0.0014667,0.0035667,-8.33e-05,0.00115
Ganguela,-0.05525,0.0061833,0.0053333,0.0049,-0.0001167,0.0048167,-0.0076833,0.0102,-0.01585,0.0111,0.0017667,-0.0009333,-0.0027833,0.0001333,-0.0055333,0.0044,-0.0071,0.0028167,-0.0033833,0.0009667,0.0013,-6.67e-05,0.0013167,-0.0007667,-0.00105
Garo,0.00095,-0.0373,-0.01375,-0.00355,0.0169,0.01455,-1e-04,7e-04,0.00815,0.00805,-0.01605,-0.0037,0.002,-0.00075,-0.00555,-0.0044,0.0027,-0.00245,-0.00715,0.0106,-0.0011,0.01965,0.00295,0.007,0.03925
Gelao,0.0014125,-0.043775,-0.0103,-0.0190625,0.0386,0.0206375,0.0001125,-0.0046,-0.0076625,-0.005575,0.0015875,0.0008625,0.000375,-0.0039375,-0.0004875,-0.0023875,0.0001375,-0.0008125,-0.0052125,-0.0079625,0.0060125,0.0068,0.01,-0.0025625,0.0093625
Georgian_Ajar,0.0096667,0.0134,-0.0157,-0.0157333,-0.0130667,-0.0043333,0.0028667,-0.0036333,-0.0282667,-0.0088,-0.0010333,0.0058,-0.0149667,0.0029667,-3.33e-05,-0.0135,0.0096667,-0.0040667,-0.0054667,0.0123,0.0069667,0.0048333,0.0007667,-0.0078667,0.0017667
Georgian_Guria,0.0093,0.0136667,-0.0157,-0.0161667,-0.0127333,-0.0027333,0.0046333,-0.0037,-0.0294333,-0.0122667,0.0012,0.0072667,-0.0181333,0.007,0.0028667,-0.0178667,0.0079,-0.0019667,-0.0063667,0.0127333,0.0153667,0.0060667,0.0026667,-0.0075667,0.0007667
Georgian_Imer,0.00965,0.01321,-0.01614,-0.01469,-0.01254,-0.00309,0.00503,-0.0027,-0.03098,-0.0102,-0.00046,0.00758,-0.01714,0.00431,0.00283,-0.01805,0.00559,-0.00424,-0.0081,0.01231,0.01108,0.00134,0.00125,-0.00636,-0.00116
Georgian_Javakheti,0.0088,0.0138,-0.0158,-0.0155,-0.0117,-0.0046,0.0045,-0.0021,-0.0273,-0.0112,0.0012,0.0057,-0.0123,0.0029,-0.004,-0.0076,0.0107,-0.0048,0.0027,0.0046,0.0034,0.0021,9e-04,-0.0033,-0.0011
Georgian_Jew,0.00867,0.01288,-0.01564,-0.01886,-0.00915,-0.0051,0.00025,-0.00215,-0.00988,-0.00263,0.00184,-0.00163,0.00405,-0.00031,-0.00252,0.00554,0.00146,-0.00136,0.00144,-0.00116,0.00192,0.00244,-0.00064,-0.00194,0.0032
Georgian_Kakh,0.00934,0.01302,-0.01496,-0.01434,-0.01196,-0.00378,0.00288,-0.00176,-0.02502,-0.00894,0.00166,0.00574,-0.00918,0.00062,-0.0012,-0.00414,0.0104,-0.00224,-0.00388,0.00716,0.00628,0.00158,-0.00018,-0.00576,-0.00022
Georgian_Kart,0.0094333,0.0128167,-0.0142333,-0.0133667,-0.0124167,-0.0018167,0.0023667,-0.0029167,-0.0244333,-0.0088833,0.00105,0.0052,-0.01145,0.0035333,0.00125,-0.01175,0.0015667,-0.0021833,-0.00415,0.0062833,0.0057333,0.00305,-2e-04,-0.0011667,-0.0003833
Georgian_Khevs,0.009875,0.0122,-0.01155,-0.0073,-0.013,0.00035,0.003575,-0.001575,-0.0271,-0.01365,0.00165,0.006025,-0.0105,-0.001275,0.0054,-0.0071,0.004625,-0.00335,-0.005525,0.008375,0.0058,-1e-04,0.0017,0.0035,5e-05
Georgian_Laz,0.0096722,0.0136556,-0.0151556,-0.0180667,-0.0103333,-0.0040222,0.0037444,-0.00245,-0.0245278,-0.0058,0.0017222,0.0063056,-0.0118,0.0032167,-0.0029222,-0.0106167,0.0082667,-0.0011056,-0.0025889,0.0079111,0.0058722,0.0018,-2e-04,-0.0060333,-0.0009556
Georgian_Lechkhumi,0.009,0.012,-0.0153,-0.0148,-0.013,-0.0037,0.0056,-0.0033,-0.0275,-0.0079,-0.0016,0.0046,-0.014,-0.0036,-2e-04,-0.014,0.0075,-0.0082,-0.009,0.0126,0.0153,-5e-04,0.0016,-0.0047,-0.0027
Georgian_Megr,0.00962,0.0127,-0.01488,-0.01452,-0.01322,-0.00292,0.00436,-0.00326,-0.03252,-0.0127,0.00016,0.00912,-0.01948,0.00486,0.00234,-0.01984,0.00722,-0.00448,-0.00856,0.01496,0.01036,0.00238,-0.00082,-0.0076,-0.00208
Georgian_Meskheti,0.00934,0.01318,-0.01516,-0.01784,-0.00982,-0.00572,0.00308,-0.0023,-0.0172,-0.0028,0.00222,0.001,-0.00466,-0.00096,-0.00508,0.00492,0.00946,-0.00032,0.00228,-1e-04,0.00078,-0.0014,0.0033,0.00142,-0.00062
Georgian_Mtiuleti,0.0097,0.0129,-0.0139,-0.0099,-0.0127,1e-04,0.0058,-0.0035,-0.0274,-0.0112,-0.0036,0.0066,-0.0195,0.0014,0.0071,-0.0186,-0.004,-0.0039,-0.0048,0.005,0.006,0.0031,2e-04,-0.0016,-0.0039
Georgian_NorthEast,0.0093,0.0123,-0.0121,-0.01005,-0.0127,-5e-04,0.0026,-0.00375,-0.02565,-0.0147,-0.0019,0.00845,-0.01435,0.00125,0.0024,-0.01685,-0.00525,-0.00315,-0.0048,0.00725,0.0033,0.00415,0.0021,-0.00335,-0.0015
Georgian_Ratcha,0.0092,0.0129,-0.0156,-0.0177,-0.016,-0.0033,0.0031,-0.0046,-0.0303,-0.0117,-0.0049,0.0085,-0.0193,0.0017,-7e-04,-0.0138,0.0089,-0.0031,-0.0115,0.014,0.01,0.0019,0.0037,-0.0044,-0.0015
Georgian_Samtckhe,0.0095,0.0133,-0.0151,-0.018,-0.0108,-0.0033,0.005,-0.0021,-0.0242,-0.0058,0.001,0.0059,-0.0081,0.003,-4e-04,-0.0054,0.0097,8e-04,-0.0031,0.0041,0.0053,-9e-04,-0.0036,-0.0094,1e-04
Georgian_Svaneti,0.0097625,0.011575,-0.0132875,-0.012,-0.0140375,-0.0019625,0.0041125,-0.0016375,-0.033025,-0.0142125,0.00035,0.008075,-0.01835,0.0036,0.001975,-0.0193,0.0068375,-0.0055375,-0.0098375,0.0147875,0.0124625,0.00305,0.0024125,-0.010925,-0.0015125
Georgian_Tush,0.0101,0.01198,-0.01094,-0.00748,-0.01182,0.00036,0.00428,-0.00142,-0.0266,-0.01212,4e-05,0.006,-0.01346,-0.00262,0.00578,-0.00898,0.00252,-0.00132,-0.00392,0.00788,0.00398,-0.00014,0.0013,0,-0.00066
Georgian_West,0.00981,0.01339,-0.01527,-0.01542,-0.01314,-0.00251,0.00489,-0.0028,-0.03104,-0.01156,0.00067,0.00803,-0.01767,0.00251,0.00259,-0.01601,0.00993,-0.00488,-0.00758,0.01396,0.00983,0.00163,-0.00021,-0.0088,-0.00212
German,0.0114475,0.0135277,0.0152109,0.0117228,0.0128564,0.0054307,0.0017772,0.0025554,0.0018317,0.000896,-0.0026673,0.0015455,-0.0035881,-0.0012673,0.0064386,0.0021287,-0.0025307,0.0012891,0.0028089,0.0008911,0.0023614,0.0014564,0.0002733,0.0069376,6.14e-05
German_East,0.0115,0.0136375,0.0162,0.015475,0.0123875,0.0057875,0.0026875,0.00305,0.001075,-0.0027,-0.0032125,-0.0011875,-2.5e-05,0.005975,0.0009625,-0.0023625,-0.0060625,0.0009375,0.004225,-6e-04,5e-04,-9e-04,0.0014375,0.0013375,-0.0002625
German_Erlangen,0.0112955,0.0135134,0.0148925,0.0117881,0.0125403,0.0054134,0.001797,0.0023582,0.0020045,-6.12e-05,-0.0019209,0.0008075,-0.002491,0.0013746,0.0032642,0.0013701,-0.0014045,0.0014209,0.0024746,0.0004776,-0.0002522,0.0011,0.0014851,0.0055627,1.5e-06
German_Hamburg,0.0112706,0.0131941,0.0168294,0.0150235,0.0130176,0.0073059,0.0032176,0.0039471,0.0014471,-0.0019529,-0.0023882,5.88e-05,-0.0016882,0.0005471,0.0069529,0.0024647,-0.0034941,0.0020176,0.0031765,0.0005471,0.0013941,0.0012588,0.0022059,0.0061,-0.0008647
Gond,0.0010706,-0.0182765,-0.0470471,0.0374,-0.0096765,0.0230235,-0.0015118,0.0059235,0.0376941,0.0269471,0.0069882,0.0018588,-0.0020824,0.0096647,-0.0137059,-0.0157,0.0075824,-0.0019941,-0.0035882,0.0174706,0.0017235,0.0095765,-0.0029529,0.0065882,0.0017706
Greek_Achaea,0.010336,0.014252,0.002364,-0.00788,0.006064,-0.003068,0.001264,-3.2e-05,0.0014,0.008424,0.000628,0.000984,-0.001232,0.004888,-0.011004,-0.000676,0.005696,-9.6e-05,0.003952,-0.003236,-0.005184,0.001128,0.00286,0.001628,-0.00216
Greek_Apulia,0.00961,0.01471,-0.00043,-0.01269,0.00368,-0.00505,-0.00047,0.00032,-9e-05,0.01081,0.001,0.00275,-0.0046,0.00063,-0.00839,-0.00042,0.00513,-0.00067,0.0018,-0.0032,-0.00476,0.00075,0.00043,0.00296,0.00095
Greek_Arcadia,0.0103067,0.0141267,0.0019667,-0.0075533,0.0067333,-0.00406,0.00142,-2e-05,-0.0001467,0.00836,0.0010067,0.00128,-0.00146,0.00624,-0.01198,-0.0025067,0.00296,0.00056,0.0056067,-0.0047133,-0.00588,-0.00046,0.0011,9.33e-05,-0.00064
Greek_Argolis,0.0105312,0.0141438,0.0019188,-0.0082125,0.0062,-0.0033125,0.0006375,-0.0004812,-0.0003312,0.009175,0.0016688,0.001625,-0.0023688,0.0052625,-0.0116438,-0.0021438,0.0052312,0.0011,0.0047688,-0.0044625,-0.0066812,0.0004312,0.001275,8.13e-05,-0.0024375
Greek_Central_Anatolia,0.0097385,0.0139923,-0.0107154,-0.0187923,-0.0048231,-0.0067308,0.0011923,-0.0015846,-0.0092308,0.0054385,0.0022385,0.0024077,-0.0025154,0.0041769,-0.0073846,-0.0031462,0.002,0.0022308,0.0044769,-0.0029,0.0010308,0.0038538,-0.0023538,-0.0004692,0.0011077
Greek_Central_Macedonia,0.0105478,0.0139957,0.003887,-0.0050957,0.0069565,-0.0012174,0.0008391,0.0002913,0.0006957,0.0072391,0.0007348,0.0010522,-0.0009522,0.0048261,-0.0125217,-0.0016087,0.006487,0.0003609,0.0038783,-0.0029304,-0.0059478,0.0003435,0.0024174,-6.09e-05,-0.0007478
Greek_Corinthia,0.0104125,0.0142938,0.0017062,-0.0081375,0.006225,-0.0031563,0.0008062,-0.0002125,0.000375,0.0091938,0.0009625,0.00155,-0.0024688,0.0049438,-0.0115312,-0.0012062,0.00805,1e-04,0.005875,-0.0041812,-0.0063,-0.0002875,0.001975,0.0025188,-0.0009375
Greek_Crete,0.009487,0.014328,-0.003851,-0.013992,0.002202,-0.005467,0.000968,-0.000801,-0.001261,0.007068,0.001213,0.001056,-0.001184,0.002888,-0.008513,-0.001736,0.003582,0.000752,0.003059,-0.003911,-0.003569,0.000728,0.000523,0.001197,-0.001413
Greek_Crete_Chania,0.0098,0.01355,-0.0017,-0.0138,0.00445,-0.00495,0.0012,-0.0018,-0.00025,0.005,-0.00045,-0.00095,-0.00055,0.00405,-0.0095,0.0024,0.00425,0.0042,0.00175,-0.0022,0.0016,0.0041,-0.00145,0.0025,-0.00375
Greek_Crete_Heraklion,0.0092667,0.0140333,-0.0032667,-0.0133333,0.0005667,-0.0041667,-1e-04,-0.0020333,-0.0025667,0.0041667,-0.0020333,0.0026,-0.0039,0.0017667,-0.0085333,-0.0017,-0.0001667,0.0034,0.0060333,-0.0040667,0.0012333,-0.0018333,0.0022,0.0002667,-0.0021667
Greek_Crete_Lasithi,0.0095167,0.0141333,-0.0044333,-0.0138167,0.0037,-0.0057167,0.00035,-0.0001833,-0.0004167,0.0084833,-1e-04,0.0015667,-0.00165,0.0019,-0.0093833,-0.0035,0.00545,-0.0003333,0.0016833,-0.0050833,-0.0046667,0.0022167,0.0020833,0.0046667,-0.0020667
Greek_Cyclades_Amorgos,0.0093,0.0152,-0.0039,-0.01525,0.00195,-0.0059,0.00035,-0.00175,-0.00235,0.0078,0.00435,0.00175,-0.0037,0.0046,-0.00925,0.0059,0.0099,-0.0027,0.00145,-0.00125,-0.0034,-0.00155,-0.0026,0.00235,0
Greek_Cyclades_Kea,0.0099,0.01395,0,-0.00945,0.0048,-0.00485,-7e-04,-0.00065,0.0031,0.0077,0.00035,0.0017,-0.0056,0.0078,-0.0085,0.00515,0.0128,0.0033,0.00615,-0.00165,-0.0076,-0.001,3e-04,0.00025,-0.0027
Greek_Cyclades_Milos,0.0097,0.01445,-0.00305,-0.01135,0.00365,-0.00345,6e-04,-0.00075,-0.00225,0.01135,0.00035,0.00325,-0.0043,0.00035,-0.00895,-0.00255,0.0071,0.00125,0.00605,-0.0059,-0.0028,0.00135,-0.0015,0.0012,0.00265
