,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Albania_BA_IA,0.1231566,0.1523294,0.0274544,-0.0156332,0.0270818,-0.0087572,0.000987,-0.0007846,-0.0003274,0.0256952,0.0030206,0.005785,-0.0189098,-0.0070464,-0.0095546,-0.0063644,0.0069624,-0.00038,0.0027652,-0.0069534,-0.009084,0.0029182,-0.002687,0.0059286,-0.0058678
Albania_EarlyModern_oRoma,0.0859365,0.0619475,-0.060528,0.0176035,-0.018773,0.0119925,0.0005875,0.001615,0.011862,0.015946,-0.001786,-0.0028475,0.0026015,0.008326,-0.013233,-0.0104085,0.0068455,-0.001457,0.003771,-0.000375,0.002059,0.001113,0.000801,0.00235,0.0016165
Albania_EBA_o1,0.122929,0.118817,0.033564,0.045543,-0.008309,0.01255,0.008225,-0.000462,-0.026384,-0.012392,-0.002273,0.000749,-0.006838,0.002477,0.014251,-0.009679,-0.014212,0.003927,0.010307,-0.00988,-0.010731,-0.003091,0.014666,0.010845,-0.011496
Albania_IA,0.132035,0.156392,0.034695,-0.011628,0.035083,-0.001952,0.00329,0.000692,0.002659,0.031345,0.008607,0.016785,-0.023934,-0.004404,-0.013572,0.000663,0.011865,0.006714,0.011313,-0.010005,-0.007736,-0.000371,-0.002588,0.007832,-0.007784
Albania_LN_C,0.123498,0.1858415,0.003394,-0.1022295,0.04647,-0.0471325,-0.003995,-0.0010385,0.037939,0.082553,0.0086065,0.013638,-0.023265,0.0030275,-0.040241,-0.017104,0.0095835,-0.0004435,0.0086735,-0.0171335,-0.011667,0.0051315,-0.0044985,-0.0023495,-0.008921
Albania_MBA,0.125205,0.14319,0.019233,0.003876,0.032621,-0.019522,0.00658,-0.011999,0.008795,0.033531,0.001461,0.005095,-0.006541,-0.021469,-0.010043,0.004773,0.02725,-0.009755,0.001383,0.008754,-0.003993,0.006677,0.009737,0.01205,0.007424
Albania_Medieval,0.1206525,0.1543605,0.0143305,-0.03553,0.024312,-0.007251,-0.002115,-0.001269,0.003068,0.019864,0.0020295,0.005545,-0.013082,0.0008255,-0.0192725,-0.012596,0.010561,-0.002154,0.008296,-0.0155075,-0.009421,0.0030295,0.0003695,-0.0013855,0
Albania_Modern,0.1220184,0.1486734,0.014934,-0.0221578,0.0270204,-0.0087572,0.002491,0.0023998,0.0008998,0.0174582,0.0027282,0.0060248,-0.0076114,0.006936,-0.0207924,0.0010872,0.0178106,0.00038,0.0054804,-0.0047522,-0.0116046,0.0032892,0.0015038,0.0046272,-0.0064664
Algeria_NumidoRoman_Berber.SG,0.0916275,0.150298,-0.024324,-0.0521645,0.008155,-0.021335,0.0034075,-0.0003465,0.006954,0.021048,0.0022735,0.003822,-0.0039395,0.0001375,-0.002375,-0.0028505,0.005411,-0.002154,-6.30E-05,-0.005565,-0.005116,-0.005626,0.00228,0.001145,0.0044305
Argentina_Aconcagua_Inca_500BP.SG,0.054635,-0.317861,0.123696,0.099161,-0.115098,-0.013666,-0.307864,-0.374061,-0.016975,-0.012757,0.001137,-0.000599,-0.000595,0.022708,-0.005972,0.006895,0.000782,-0.004054,0.00993,-0.001876,-0.004742,0.010263,0.001479,0.00494,-0.00455
Argentina_ArroyoSeco2_7200BP,0.054635,-0.30669,0.119547,0.086564,-0.10802,-0.008088,-0.285773,-0.332525,-0.01084,-0.009112,0.000812,-0.007194,-0.000446,0.012937,-0.004614,0.01074,0.002738,-0.008615,0.003771,0.004127,-0.007487,0.012489,0.008381,-0.002651,0.001437
Argentina_ArroyoSeco2_7700BP,0.0557733,-0.3134603,0.1199243,0.095608,-0.110995,-0.022962,-0.283658,-0.34337,-0.012067,-0.0180413,0.005413,0.0020983,4.93E-05,0.021882,-0.0106763,0.005215,0.0070403,-4.20E-05,0.008212,0.004002,-4.17E-05,0.005894,-0.0054227,-0.003695,-0.0007983
Argentina_BeagleChannel_Yamana_100BP,0.056153,-0.321923,0.1186673,0.0971153,-0.114278,-0.0211023,-0.2954083,-0.3516777,-0.0111127,-0.0148823,0.0022737,-0.0018483,0.000793,0.0215153,-0.0009953,0.002519,-0.0001307,-0.006926,-0.0042737,0.0020843,-0.0052823,-0.0004533,-0.0050943,-0.001727,-0.0061867
Argentina_BeagleChannel_Yamana_100BP.SG,0.0481853,-0.3181993,0.118793,0.092701,-0.119202,-0.020545,-0.280446,-0.3439087,-0.0126123,-0.0159153,0.0015157,0.003547,0.0022793,0.020643,-0.0048407,0.0095907,0.0039983,0.002787,-0.0031427,0.0047107,0.0047413,0.00507,-0.0058747,-0.0041367,-0.0031133
Argentina_BeagleChannel_Yamana_1500BP,0.053497,-0.316845,0.118039,0.094962,-0.116329,-0.026495,-0.292588,-0.341524,-0.012271,-0.016219,-0.003085,0.002847,0.000743,0.028901,-0.003529,0.010607,0.006258,0.000253,-0.004148,0.003752,0.004243,0.009521,-0.007148,0.007109,-0.004191
Argentina_LagunaChica_1600BP,0.053497,-0.323954,0.117662,0.090117,-0.108636,-0.015339,-0.291648,-0.349832,-0.019021,-0.015672,-0.014128,-0.005995,0.003717,0.026286,-0.007193,0.002784,0.007041,-0.004054,-0.000628,0.006128,-0.005865,0.013107,-0.003574,-0.00482,-0.006227
Argentina_LagunaChica_6800BP,0.0426835,-0.3112595,0.1169075,0.0909245,-0.117868,-0.023566,-0.2787225,-0.338294,-0.0157485,-0.0166745,-0.003654,-0.0029225,0.0075075,0.0183725,-0.0068535,0.005171,0.004303,-0.00152,0.0110615,0.003189,-0.001123,0.003895,-0.0032045,-0.0001805,-0.005149
Argentina_LagunaToro_2400BP,0.054635,-0.322938,0.125204,0.085595,-0.110482,-0.024542,-0.295173,-0.344755,-0.005113,-0.019135,-0.01023,-0.006145,0.012933,0.016652,-0.008143,-0.002254,0.006519,-0.003547,0.000754,0.006003,0.00287,0.004946,0.001602,0.005663,0.003113
Argentina_MitrePeninsula_Haush_400BP,0.0536867,-0.321246,0.1240098,0.0974923,-0.1204327,-0.0218,-0.2927447,-0.3466008,-0.0150667,-0.0164925,0.0014073,0.0016983,-0.0009663,0.022593,-0.0005657,0.0062758,0.009366,-0.0038218,0.0015503,0.0031057,-0.0048247,0.0015457,-0.0007395,-0.0001002,0.0003993
Argentina_NorthTierradelFiego_Selknam_100BP.SG,0.055773,-0.307705,0.115022,0.104006,-0.111405,-0.014502,-0.294703,-0.349601,-0.013499,-0.015308,0.005196,-0.003147,0.001933,0.024222,-0.00475,0.006895,0.008605,-0.00038,-0.006913,-0.001251,-0.002496,0.003957,-0.006902,0.000482,-0.006227
Argentina_NorthTierradelFuego_LaArcillosa2_5800BP,0.055773,-0.316845,0.11653,0.095931,-0.112636,-0.01757,-0.280838,-0.342447,-0.006136,-0.019499,-0.000487,-0.004796,-0.003717,0.018992,-0.0095,0.005171,0.002347,0.006588,0.002514,0.006003,-0.005989,-0.001237,0.000986,-0.015062,-0.000479
Argentina_NorthTierradelFuego_Selknam_500BP,0.057367,-0.318267,0.1161532,0.0968354,-0.119099,-0.0208054,-0.289815,-0.34877,-0.016689,-0.0138136,-0.0046442,0.0011092,-0.0012486,0.0216894,-0.0061074,0.0046938,0.0076666,0.0006334,-0.0049524,0.0007004,-0.001073,0.000816,-0.003525,0.0001206,-0.0011256
Armenia_Achaemenid_Hellenistic,0.097888,0.122879,-0.05242,-0.046189,-0.039084,-0.013108,0.00893,-0.008307,-0.032724,-0.015672,0.000162,0.007194,-0.006244,0.006055,0.003393,-0.004508,-0.007171,-0.002914,0,-0.010005,0.001248,0.00507,-0.000123,-0.003976,-0.008981
Armenia_Aknashen_N,0.097888,0.128972,-0.080704,-0.058463,-0.04647,-0.008646,0.012456,-0.005538,-0.050108,-0.011481,0.005846,0.003447,-0.011893,-0.00055,-0.004886,0.015115,0.027381,0.004814,0.009302,-0.008754,0.011355,0.004575,-0.00419,0.001928,0.002754
Armenia_Antiquity,0.100164,0.13405,-0.065619,-0.05168,-0.037238,-0.006693,0.012456,-0.005538,-0.0452,-0.005467,-0.004222,0.000899,-0.011744,0.01101,-0.002307,-0.002121,0.007562,0.000887,-0.006536,-0.000875,0.011854,0.006183,-0.001356,-0.003735,-0.003233
Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible.SG,0.102896,0.1387214,-0.0569452,-0.0582046,-0.032006,-0.019578,0.005687,-0.0075688,-0.0318648,-0.00718,0.0020784,0.0064142,-0.0082358,0.006303,-0.0028502,-0.00769,-0.0011214,0.0015962,0.0002264,-0.0026514,0.0036188,-0.0004698,0.0026868,-0.001422,0.0006226
Armenia_Beniamin_Achaemenid.SG,0.102441,0.141159,-0.049026,-0.061693,-0.028005,-0.01506,0.00094,0.002538,-0.040291,-0.004738,0.005034,0.008692,-0.001635,0.010872,-0.008958,-0.018695,-0.00665,-0.006714,-0.00176,5.00E-04,-0.000998,-0.00136,0.002711,-0.006025,-0.004071
Armenia_Beniamin_Artaxiad_Roman_possible.SG,0.09675,0.136081,-0.054682,-0.05814,-0.028621,-0.018128,0.003995,-0.006461,-0.032315,-0.001093,0.001299,0.00045,-0.010704,0.000275,0.005022,0.012861,0.02725,0.003547,-0.00264,0.003252,0.010606,-0.000989,-0.003697,0.000361,-0.002994
Armenia_Beniamin_EIA.SG,0.105855,0.131003,-0.031301,-0.014858,-0.037545,-0.001394,0.00658,0.000462,-0.049086,-0.02442,-0.001949,-0.000599,-0.005946,0.021744,0.004072,-0.004906,-0.009779,0.003294,-0.006034,-0.018634,-0.002745,0.002597,-0.003081,-0.006627,0.002994
Armenia_Beniamin_Hellenistic.SG,0.104717,0.13405,-0.056945,-0.052326,-0.033852,-0.008925,0.0094,-0.004846,-0.027611,-0.01385,0.001461,-0.00015,0.003271,-0.000138,-0.014929,0.015115,0.018254,-0.008108,-0.001634,0.001126,-0.002995,-0.002473,-0.000863,-0.003735,-0.005868
Armenia_Beniamin_IA.SG,0.110408,0.121864,-0.042238,-0.019057,-0.025543,-0.001673,0.00517,-0.001385,-0.0452,-0.022415,0.012504,-0.001798,-0.006095,-0.010459,0.005022,0.007558,0.014733,-0.003167,0.001634,0.006878,-0.007237,-0.003091,0.007888,0.000723,0.002634
Armenia_Beniamin_LBA.SG,0.1104085,0.123387,-0.035638,-0.0124355,-0.0347755,0.001255,0.00611,-0.0068075,-0.049597,-0.025513,-0.001705,0.0008995,-0.00498,-0.0011695,0.010315,0.00179,-0.003325,-0.0005065,-0.003834,0.0001875,0.0002495,0.005688,0.003451,0.003615,0.002814
Armenia_Beniamin_Sasanian.SG,0.1038638,0.1368425,-0.0546825,-0.0517608,-0.0313135,-0.0180582,0.0049938,-0.006577,-0.0410072,-0.0082918,0.0003247,0.006332,-0.0097,6.88E-05,-0.0038002,0.0001327,0.014603,-0.002122,-0.000597,0.0045022,0.0051158,0.004544,0.0035125,-0.0006025,0.0020958
Armenia_Beniamin_Urartu_IA.SG,0.104717,0.133034,-0.048271,-0.019703,-0.027082,0.001952,0.000705,0.000231,-0.043359,-0.022233,0.002436,0.006594,-0.006244,-0.00523,0.004886,0.000663,0.005476,-0.006841,-0.004902,0,0.005366,0.003833,-0.002218,0.00253,-0.000718
Armenia_C_Areni,0.1106928,0.133796,-0.0331865,-0.0272128,-0.0283128,-0.0075998,0.0018212,-0.0070382,-0.02577,-0.0059225,0.0078758,0.0074558,-0.0086595,-0.0022362,-0.003834,-0.0098118,-0.0086378,0.0029452,0.0006915,-0.0067218,-0.0017158,0.0044205,0.0008935,-0.003675,0.0024548
Armenia_EarlyMedieval,0.105476,0.133034,-0.054054,-0.050065,-0.030159,-0.0073443,-0.0005483,-0.0070767,-0.0310873,-0.0059533,0.001949,0.0017987,-0.0071353,0.000413,0.0021263,-0.0034917,-0.0018253,0.002914,0.0038967,-0.0005837,0.0016637,-0.000371,-0.0008217,0.000281,0.0034723
Armenia_EBA_KuraAraxes_Berkaber,0.1030098,0.1325265,-0.0710872,-0.03876,-0.04924,-0.0066235,0.0107515,-0.0069225,-0.0599765,-0.018953,0.0024358,0.005845,-0.015126,0.002099,0.0045467,-0.0001328,0.0092575,-0.0016785,-0.005248,0.0021885,0.011043,0.00034,-0.0029885,-0.0048198,0.0002995
Armenia_EBA_KuraAraxes_Kalavan,0.1058555,0.1289725,-0.0654305,-0.044574,-0.042777,-0.0039045,0.0119855,-0.009461,-0.060846,-0.0228705,0.0051155,0.006969,-0.0149405,0.00172,0.008415,-0.0010605,0.009583,-0.00076,-0.0018855,-0.001126,0.009608,-0.006368,0.0030195,-0.0037955,-0.0020355
Armenia_EBA_KuraAraxes_Kaps,0.0995955,0.1350655,-0.069013,-0.0434435,-0.0483165,-0.010877,0.007873,-0.013615,-0.0643225,-0.0184055,0.006008,0.0087675,-0.018062,0.006262,0.0040035,-0.0109385,6.50E-05,-0.004624,-0.0010685,0,0.004679,0.002102,-0.0015405,-0.0087965,-0.002455
Armenia_EBA_KuraAraxes_Karnut,0.102441,0.132019,-0.079572,-0.043928,-0.048009,-0.009203,0.012456,-0.004615,-0.058085,-0.019681,0.003248,0.012289,-0.012785,0.003578,-0.000814,-0.009281,0.009779,-0.003801,0.004022,-0.000125,-0.003743,0.003586,-0.000986,-0.00494,-0.000958
Armenia_EBA_KuraAraxes_Karnut_o,0.108132,0.140143,-0.058077,-0.042959,-0.032929,-0.003626,0.00094,-0.003923,-0.041314,-0.01385,0.01023,0.005545,-0.010258,-0.000688,-0.000271,-0.009944,-0.017602,0.001014,0.010433,-0.007879,0.006988,-0.005317,0.003328,0.000361,-0.010538
Armenia_EBA_KuraAraxes_Talin,0.108132,0.129988,-0.066373,-0.051034,-0.054164,-0.003068,0.007755,-0.003692,-0.049904,-0.010023,0.001461,0.003597,-0.016947,-0.003716,-0.00285,0.001326,0.021253,-0.003041,0,0.002501,0.002496,0.001855,0.008997,-0.003735,-0.00467
Armenia_EIA,0.1069938,0.1282952,-0.0452545,-0.0186263,-0.0386223,-0.0007437,0.007951,-0.0057303,-0.049938,-0.0214128,0.0036265,0.0050207,-0.0167738,-0.0034865,0.0069215,-0.0050385,0.0078882,-0.0013515,-0.0026605,0.0032305,0.0071542,0.003277,0.003718,0.0003415,-0.0041713
Armenia_EIA_o2,0.100164,0.127957,-0.048271,-0.027778,-0.032929,0.004741,0.011045,-0.003231,-0.054608,-0.02278,0.001461,-0.002847,-0.008622,-0.014313,0.007465,-0.004773,0.031423,-0.005828,-0.007919,0.015007,0.007986,0.005564,0.000123,-0.012773,-0.009819
Armenia_EIA_oSouth,0.088782,0.137096,-0.063733,-0.069445,-0.024004,-0.022869,0.005405,-0.006231,-0.016566,-0.005103,0.006496,0.010041,0.003568,-0.004129,-0.003393,0.022408,0.023208,-0.003801,-0.000754,-0.012006,0.003743,-0.004081,-0.001849,-0.003494,0.000479
Armenia_IA,0.1076441,0.128682,-0.0430994,-0.0223331,-0.0335447,-0.0019126,0.0063451,-0.007681,-0.0503129,-0.0241853,0.0010901,0.0070223,-0.0134431,-0.0002949,0.0037421,-0.0094517,0.0030173,-0.0013574,-0.0047764,0.0025906,0.0038147,0.0016959,0.003398,-0.003133,0.0019673
Armenia_IA_oSouth,0.1024405,0.136081,-0.0511,-0.0524875,-0.0278515,-0.0135265,0.00517,-0.006,-0.0266905,-0.007198,0.002598,-0.001124,-0.0082505,0.0083265,-0.002036,-0.014386,-0.012908,0.0017735,0.005468,-0.002626,0.001185,0.002102,0.0010475,-0.0035545,0.0049695
Armenia_LateHellenistic,0.101872,0.1360805,-0.059774,-0.0560405,-0.0350835,-0.0132475,0.0055225,-0.0056535,-0.030883,-0.0097495,0.0064955,-0.004721,-0.0005205,-0.0008255,-0.004004,-0.012132,-0.011604,-0.001077,0.0043365,-0.003752,0.0018095,-0.0001855,-0.005115,-0.0028315,0.002814
Armenia_LBA,0.1056562,0.1255194,-0.0410119,-0.0160289,-0.0370299,0.0004881,0.0065096,-0.0055094,-0.0454349,-0.0223376,0.0020014,0.00426,-0.0102353,-0.0040186,0.0079634,-0.0007127,0.0015124,-5.70E-05,-0.0012884,0.0012537,0.0040429,0.0017065,0.001821,-0.0008766,-0.0003682
Armenia_LBA_EIA,0.1064845,0.1243221,-0.03798,-0.014059,-0.0353101,0.0013798,0.0061039,-0.0051071,-0.0469544,-0.0241751,0.0004871,0.0050718,-0.0087593,-0.0052984,0.0095719,0.0014969,0.0056374,-0.0005235,-0.0004731,0.0020964,0.0043082,0.0001302,0.0019817,-0.0016361,-0.0003056
Armenia_LBA_EIA_o,0.1013025,0.1183095,-0.0522315,-0.044574,-0.0307745,-0.0096215,0.004465,-0.004615,-0.038246,-0.0097495,0.0043845,0.001574,-0.007656,-0.0019955,0.002104,-0.007359,-0.0123865,0.0008865,0.0013825,0.001626,0.0019965,0.003586,-0.001356,-0.0062055,-0.002814
Armenia_LBA_LchashenMetsamor.SG,0.103579,0.112724,-0.039032,-0.016796,-0.042162,-0.00753,0.001645,-0.008538,-0.044177,-0.0205925,0.009175,0.0069685,-0.003196,-0.005505,0.005361,0.0044415,0.0131035,-6.30E-05,0.002011,5.00E-04,-0.001622,-0.0015455,-0.0015405,0.0042175,-0.000838
Armenia_LBA.SG,0.1001647,0.1218637,-0.031804,-0.0111973,-0.0342627,0.0008367,0.0041517,-0.0122303,-0.047722,-0.021261,-0.005034,0.0036967,-0.0041623,-0.005367,0.009546,-0.0055687,0.0001303,-0.0014783,0.0002933,0.0060863,-0.004409,-0.0004537,0.0092433,-0.0021287,0.0024747
Armenia_Lchashen_LBA,0.1097444,0.1272797,-0.0384036,-0.0153156,-0.0343653,0.0029516,0.0066193,-0.0068074,-0.0467848,-0.0242678,0.002422,0.0033347,-0.0104929,-0.002913,0.0070576,-0.0026739,-0.0014018,0.0002957,-0.0011628,0.0016153,0.0038474,0.0002164,-0.0012632,-0.0021588,-0.0011575
Armenia_Lchashen_LBA_o,0.095611,0.119832,-0.057699,-0.037468,-0.037853,-0.013387,0.003995,-0.004154,-0.035792,-0.017859,-0.001461,0.004046,-0.002825,-0.004817,0.009229,0.012994,-0.004694,0.002407,-0.003897,-0.002001,0.003743,0.006059,0.001849,-0.002048,-0.000239
Armenia_LIA,0.1097579,0.126361,-0.0432611,-0.0174881,-0.0371059,0.0015937,0.0074867,-0.0047469,-0.0433591,-0.023222,0.0007656,0.0015414,-0.0073056,-0.0041681,0.0067279,0.0024247,0.0009684,0.000941,-0.0003411,0.000143,0.002246,-0.0004947,0.0043137,0.0006369,0.0012829
Armenia_LIA_o2,0.099026,0.128972,-0.062979,-0.039729,-0.044931,-0.009482,0.002115,-0.006461,-0.042132,-0.013303,0.001624,0.001499,-0.00446,0.005643,0.000543,0.00053,-0.016559,0.006588,0.006913,-0.01138,0.002246,0.004451,-0.001602,-0.005061,0.005987
Armenia_LIA_o3,0.1001645,0.14319,-0.055248,-0.061047,-0.029082,-0.0175705,0.00799,-0.0062305,-0.026588,-0.002187,0.001705,0.002323,-0.008622,0.0086705,0.0008145,-0.0017235,-0.001304,0.0059545,0.005091,-0.003064,0.001809,-0.004019,0.000801,-0.0066275,0.002335
Armenia_MasisBlur_N,0.104717,0.15436,-0.064488,-0.083011,-0.017234,-0.03514,0.013631,-0.003,-0.015748,0.015308,0.011367,0.006294,-0.013231,-0.000413,-0.019001,0.009149,0.022296,-0.008995,-0.001634,0.007754,-0.001248,0.005564,-0.002958,-0.006507,-0.003113
Armenia_MBA,0.1013023,0.1252487,-0.0341923,-0.0179803,-0.035391,0.002231,0.006502,-0.007923,-0.0481997,-0.0225367,0.0047633,0.0026977,-0.0095637,-0.0041747,0.0090933,0.001547,0.0082143,0.002323,-0.0098463,0.0112553,-0.001622,0.0061823,-0.0008627,-0.005543,-0.0039517
Armenia_MBA_o,0.10927,0.122879,-0.051666,-0.04845,-0.038161,0.000279,0.010105,-0.007615,-0.043768,-0.009659,-0.000162,0.004946,-0.009366,0.013487,-0.005429,-0.015513,-0.015255,-0.002154,0.010307,-0.005378,0.005615,0.006183,-0.003574,-0.003615,-0.002754
Armenia_MBA_TVC,0.105855,0.119832,-0.026398,-0.005491,-0.03139,0.00502,0.009165,-0.004384,-0.046427,-0.028064,-0.006008,0.008093,-0.00996,0.001101,0.012622,-0.020021,-0.010822,-0.010642,-0.005279,0.007003,-0.003244,0.004451,-0.001972,0.00723,0.006227
Armenia_MBA.SG,0.105855,0.119832,-0.028284,-0.01292,-0.026466,-0.005578,0.003525,-0.007384,-0.052154,-0.017859,0.007145,-0.004946,0.000892,0.008808,0.010179,-0.006364,-0.01356,-0.008615,0.003771,-0.003502,0.004243,0.006183,0.010723,0.007109,0.001916
Armenia_UrartianEmpire,0.1066143,0.1316803,-0.039095,-0.0202413,-0.031493,-0.003161,-0.002977,-0.001846,-0.0490177,-0.0212607,-0.0065497,0.0087423,-0.008226,-0.0054593,0.0066957,-0.0053037,-0.0078667,-0.0033363,3.00E-07,-0.0035017,0.0058227,-0.0001237,0.000575,0.001888,-0.0009577
Armenia_UrartianEmpire_o,0.097888,0.12491,-0.060716,-0.072998,-0.025543,-0.022311,0.003055,-0.014538,-0.034769,-0.031162,-0.016401,-0.012139,-0.002527,-0.001514,-0.0057,0.013922,0.003781,0.006714,0.001006,0.002251,0.011729,-0.002844,0.013311,-0.007712,0.017483
Austria_AsparnSchletz_LBK_EN.SG,0.120652,0.182795,0.021496,-0.083011,0.07109,-0.040997,-0.00047,0.005077,0.04704,0.079273,0.003573,0.014687,-0.020069,0.006606,-0.038002,-0.007955,0.022165,0.002787,0.006285,-0.010755,-0.004991,0.005688,0.000863,-0.005302,-0.013532
Austria_EN_LBK,0.1206525,0.1848265,0.0116905,-0.0844645,0.0609345,-0.0418335,-0.0043475,-0.0089995,0.0373255,0.0854685,0.0103115,0.01109,-0.0192515,0.0013075,-0.0375265,-0.0019225,0.023013,-0.001457,0.012633,-0.009442,-0.006114,0.0126125,-0.0010475,0.0022895,-0.0035325
Austria_IA_LaTene,0.129379,0.150637,0.0452547,0.0050603,0.043598,0.0002787,0.0039167,0.0047687,0.015203,0.020957,-0.0032477,0.009841,-0.0111003,-0.0027527,-0.0009953,-0.0055247,-0.0043897,0.0054053,0.0046507,-0.0032517,0.0003743,0.0010717,-0.0022183,-0.0013653,-0.001477
Austria_Kleinhadersdorf_LBK_EN.SG,0.118376,0.186857,0.008674,-0.088179,0.063704,-0.0502,0.000235,0.002538,0.046222,0.086198,0.004384,0.017085,-0.028692,0.007432,-0.040445,-0.006099,0.021122,0.000633,0.019106,-0.013506,-0.017469,0.007296,-0.00912,-0.002651,-0.004311
Austria_Klosterneuburg_Roman_oLevant.SG,0.1252055,0.141666,0.0241355,-0.0043605,0.0312365,-0.0026495,0,-0.0015,0.005829,0.0190435,-0.0008935,0.004721,-0.010481,-0.008257,-0.0046825,-0.002188,0.0005215,-0.0012035,0.007479,-0.009567,-0.0100445,0.0055025,-0.000185,0.002952,0.0020955
Austria_Klosterneuburg_Roman.SG,0.1327933,0.130326,0.0657447,0.0535103,0.03693,0.0146883,0.0020367,0.0063073,0.0081127,0.0029157,-0.0035183,0.0041963,-0.01442,-0.0088993,0.0190463,0.009193,-0.0038247,0.0002953,0.0030167,0.004544,0.0043257,0.0011953,0.0009037,0.0119293,0.002874
Austria_Krems1_1,0.055773,0.036559,0.032809,0.074613,0.053241,0.001952,-0.004465,-0.002769,0.057062,0.018953,0.006496,-0.013488,0.005203,-0.006606,0.014658,0.013657,0.001434,0.005068,-0.005531,0.023136,0.035687,0.00643,-0.017624,-0.07013,0.000359
Austria_KremsWA3,0.054635,0.028435,0.035449,0.0969,0.049855,0.005299,-0.004465,0.001615,0.068311,0.009112,0.001949,-0.019932,0.020515,-0.02202,-0.000407,0.030628,0.017732,0.009628,-0.000503,0.03064,0.020838,0.008408,-0.010723,-0.072058,0.003233
Austria_N_LBK,0.1266282,0.18508,0.0156508,-0.0922972,0.0655505,-0.0444135,-0.0010575,-0.0015578,0.048319,0.0869268,0.0055212,0.0124015,-0.0227078,0.0020642,-0.040207,-0.0168055,0.0120932,0.0036105,0.0145498,-0.0108805,-0.0048662,0.008965,-0.0086275,-0.0088265,-0.0034128
Austria_Ovilava_Roman_oAfrica.SG,-0.020488,0.144205,-0.010182,-0.076551,0.019388,-0.030399,-0.020681,0.002077,0.058085,0.019681,0.005684,-0.004646,0.012487,-0.008533,0.013979,-0.010077,0.009127,-0.014569,-0.03507,0.006128,-0.006364,-0.028935,0.016515,-0.001205,0.003233
Austria_Ovilava_Roman_oLevant.SG,0.120652,0.165531,-0.029415,-0.061047,0.005847,-0.024263,-0.005405,-0.006692,-0.006136,0.029522,-0.004872,0.007643,-0.013379,0.012524,-0.013436,-0.021347,-0.007693,-0.001267,0.002263,5.00E-04,-0.002496,0.005317,-0.008134,0.002289,0.002155
Austria_Ovilava_Roman.SG,0.1278613,0.1445437,0.039346,0.0110897,0.0322107,-0.0011157,0.00329,0.0024613,0.0094767,0.0177377,-0.002057,0.0064943,-0.0101583,-0.0052297,0.0035287,-0.0045523,-0.0106477,-0.0005913,0.000419,-0.0040853,-0.0047,0.002638,0.001356,0.0016873,0.0015567
Azerbaijan_Caucasus_lowlands_LateC,0.100164,0.136081,-0.069013,-0.071383,-0.029236,-0.013945,0.004465,-0.001615,-0.025361,0.002551,0.008444,-0.01109,0.012933,0.00289,-0.016965,0.028772,0.023339,0.006208,0.001383,-0.00963,0.009483,0.015951,-0.005053,-0.015183,-0.00479
Azerbaijan_Caucasus_lowlands_LN,0.1001645,0.1462365,-0.065996,-0.0705755,-0.0312365,-0.023287,0.00752,-0.008884,-0.022191,0.0057405,0.000406,0.0062945,-0.015535,0.0041285,-0.011468,-0.009878,0.0075625,0.004054,-0.0005025,-0.0012505,0.0063635,0.0082845,-0.006594,-0.007531,0.003952
Bahamas_AbacoIsl_Ceramic,0.0512202,-0.315068,0.1193588,0.1012605,-0.1157138,-0.0172215,-0.307159,-0.3582545,-0.0155948,-0.0160368,0.0019892,-0.0021733,0.0003348,0.0219852,-0.0088218,0.0030828,0.0060955,0.0026922,-0.0014142,-0.0001875,0.0034002,0.006461,-0.0029272,-0.0028015,-0.0027842
Bahamas_CrookedIsl_Ceramic,0.053497,-0.3097365,0.119547,0.1049755,-0.1147905,-0.018546,-0.2999915,-0.358831,-0.0130895,-0.0157635,-0.0007305,-0.0008245,0.001784,0.0235335,-0.0090935,0.0068285,0.008866,-0.0006335,0.002514,0.0023135,0.000686,0.0030295,-0.000185,-0.0075915,-0.0001195
Bahamas_EleutheraIsl_Ceramic,0.0508409,-0.31425,0.1155666,0.0984433,-0.1127047,-0.01255,-0.3032421,-0.3589081,-0.0112716,-0.0144371,-0.0029409,0.0014653,0.001404,0.0226926,-0.0054139,0.0053478,0.0071133,-0.0019426,0.0012849,-0.0023206,-0.0010399,0.0082572,0.0008353,-0.0016066,-0.0005457
Bahamas_LongIsl_Ceramic,0.0517895,-0.3148142,0.119736,0.10223,-0.115406,-0.0186855,-0.305455,-0.359466,-0.01176,-0.0131665,-0.0025982,-0.002398,0.0035305,0.024428,-0.010111,0.003149,0.00339,-0.0038005,-0.0018225,0.0018133,-0.0028385,0.0068935,-0.000986,0.0018978,-0.0007783
Bahamas_SouthAndros_Ceramic,0.048375,-0.3205265,0.1157289,0.0985151,-0.1139828,-0.0172565,-0.3032814,-0.3607926,-0.0118624,-0.0157861,-0.0004669,-0.0025662,-0.0027872,0.0227765,-0.0088557,0.003845,0.0069919,-0.0039906,0.0047765,0.0020479,-6.22E-05,0.0070482,-0.0033275,-0.0020032,-0.0020209
